FilePath,#triples,Property,Aspect,Characteristic,Entity,Constraint,AbstractEntity,AbstractProperty,Collection,Trait,Set,Quantifiable,RangeConstraint,RegularExpressionConstraint,description,exampleValue,see,preferredName,unit,maxValue,minValue,upperBoundDefinition,lowerBoundDefinition,constraint,baseCharacteristic,value
io.catenax.decomissioning_certificate/2.0.0/DecommissioningCertificate.ttl,53,5,1,2,0,0,0,0,0,0,0,0,0,0,7,5,5,6,0,0,0,0,0,0,0,0
io.catenax.transmission.transmission_pass/3.0.0/TransmissionPass.ttl,410,31,1,8,10,0,0,0,0,2,1,2,0,2,67,20,0,67,8,0,0,0,0,2,2,0
io.catenax.fleet.vehicles/2.1.0/Vehicles.ttl,530,42,1,3,4,0,0,0,0,2,0,0,0,1,62,37,7,62,2,1,1,0,0,2,2,0
io.catenax.quality_task_attachment/1.2.0/QualityTaskAttachment.ttl,39,3,1,0,1,0,0,0,0,0,0,0,0,0,7,2,0,7,1,0,0,0,0,0,0,0
io.catenax.material_flow_scenario_request/1.2.0/MaterialFlowScenarioRequestAspect.ttl,68,5,1,2,2,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0
io.catenax.customs_information/1.2.0/CustomsInformation.ttl,157,7,1,4,3,0,0,0,0,2,1,0,0,1,19,4,1,21,0,0,0,0,0,2,2,0
io.catenax.part_as_specified/3.1.0/PartAsSpecified.ttl,76,7,1,1,2,0,0,0,0,1,1,0,0,1,13,5,0,13,0,0,0,0,0,1,1,0
io.catenax.request_for_quotation/1.2.0/RequestForQuotation.ttl,31,2,1,2,1,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0
io.catenax.customs_information/1.1.0/CustomsInformation.ttl,246,13,1,9,4,0,0,0,0,3,1,0,0,2,33,9,2,36,0,0,0,0,0,3,3,0
io.catenax.fleet.vehicles/3.0.0/Vehicles.ttl,603,48,1,3,5,0,0,0,0,2,0,0,0,1,72,42,7,72,2,1,1,0,0,2,2,0
io.catenax.mandatory_dismantling/4.0.0/MandatoryDismantling.ttl,63,4,1,1,1,0,0,0,0,2,0,0,0,2,9,3,2,9,0,0,0,0,0,2,2,0
io.catenax.part_as_planned/2.1.0/PartAsPlanned.ttl,53,5,1,0,1,0,0,0,0,0,1,0,0,0,8,2,1,8,0,0,0,0,0,0,0,0
io.catenax.secondary_material_content_verifiable/1.1.0/SecondaryMaterialContentVerifiable.ttl,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.classified_load_spectrum/2.0.0/ClassifiedLoadSpectrum.ttl,335,30,1,14,8,0,0,0,0,0,0,0,0,0,63,19,0,32,2,0,0,0,0,0,0,0
io.catenax.market_place_offer/2.0.0/MarketplaceOffer.ttl,466,46,1,13,6,0,0,0,0,0,3,0,0,0,72,29,0,73,1,0,0,0,0,0,0,0
io.catenax.transmission.transmission_pass/2.0.0/TransmissionPass.ttl,398,31,1,8,10,0,0,0,0,2,1,2,0,2,67,20,0,67,8,0,0,0,0,2,2,0
io.catenax.shopfloor_information.get_production_forecast/1.2.0/GetProductionForecast.ttl,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.shared.part_site_information_as_built/1.1.0/PartSiteInformationAsBuilt.ttl,13,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
io.catenax.planned_production_output/2.2.0/PlannedProductionOutput.ttl,41,3,1,0,2,0,0,0,0,0,2,0,0,0,8,1,0,8,0,0,0,0,0,0,0,0
io.catenax.packing_list/1.2.0/PackingList.ttl,22,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
io.catenax.parts_analyses/3.2.0/PartsAnalyses.ttl,29,2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0
io.catenax.generic.digital_product_passport/4.2.0/DigitalProductPassport.ttl,165,10,1,6,7,0,0,0,0,1,0,0,0,1,28,3,4,28,0,0,0,0,0,1,1,0
io.catenax.shared.message_header/1.2.0/MessageHeaderAspect.ttl,47,4,1,2,1,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0
io.catenax.material_recycling_certificate/1.2.0/MaterialRecyclingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.generic.digital_product_passport/3.1.0/DigitalProductPassport.ttl,720,53,1,13,19,0,0,0,0,3,0,3,0,2,116,29,14,115,1,1,0,0,0,3,3,0
io.catenax.planned_production_output/1.0.0/PlannedProductionOutput.ttl,147,13,1,5,3,0,0,0,2,0,0,1,0,0,25,9,2,25,0,0,0,0,0,0,0,0
io.catenax.fleet.claim_data/2.0.0/ClaimData.ttl,453,39,1,6,6,0,0,0,0,3,0,0,2,1,62,33,1,62,1,2,2,2,2,3,3,0
io.catenax.fleet.vehicles/3.2.0/Vehicles.ttl,31,2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0
io.catenax.battery.battery_pass/5.1.0/BatteryPass.ttl,227,23,1,6,7,0,0,0,0,0,0,0,0,0,38,3,2,38,0,0,0,0,0,0,0,0
io.catenax.shopfloor_information.provide_production_tracking/1.0.0/ProvideProductionTracking.ttl,133,10,1,2,3,0,0,0,0,0,0,0,0,0,20,7,0,20,0,0,0,0,0,0,0,0
io.catenax.manufacturing_capability/3.3.0/ManufacturingCapability.ttl,154,10,1,1,7,0,2,0,0,0,7,0,0,0,28,2,1,28,0,0,0,0,0,0,0,0
io.catenax.waste/2.0.0/Waste.ttl,350,31,1,18,6,0,0,0,0,1,0,0,0,0,55,23,4,58,2,1,1,0,0,1,1,0
io.catenax.shared.business_partner_number/1.1.0/BusinessPartnerNumber.ttl,48,2,1,2,0,0,0,0,0,2,0,0,0,2,9,2,2,9,0,0,0,0,0,2,2,0
io.catenax.shared.physical_dimension/3.0.0/PhysicalDimensions.ttl,75,6,1,1,1,0,0,0,0,0,0,0,0,0,11,5,0,11,2,0,0,0,0,0,0,0
io.catenax.shared.shopfloor_information_types/1.0.0/ShopfloorInformationTypes.ttl,81,5,1,2,1,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0
io.catenax.quality_task_attachment/2.2.0/QualityTaskAttachment.ttl,13,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
io.catenax.essincident/2.1.0/EssIncident.ttl,396,29,1,5,1,0,0,0,0,6,0,0,0,6,52,26,1,52,0,0,0,0,0,6,6,0
io.catenax.shared.bill_of_process/1.0.0/BillOfProcessSharedAspect.ttl,283,23,1,3,7,0,0,0,0,0,0,0,0,0,44,15,0,44,0,0,0,0,0,0,0,0
io.catenax.waste_certificate/1.0.0/WasteCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.shopfloor_information_types/1.1.0/ShopfloorInformationTypes.ttl,38,3,1,2,1,0,0,0,0,0,0,0,0,0,7,2,0,7,0,0,0,0,0,0,0,0
io.catenax.refurbishing_certificate/3.2.0/RefurbishingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.physical_dimension/3.2.0/PhysicalDimensions.ttl,43,3,1,1,1,0,0,0,0,0,0,0,0,0,7,2,0,7,1,0,0,0,0,0,0,0
io.catenax.parts_analyses/3.1.0/PartsAnalyses.ttl,38,3,1,1,1,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,0,0,0,0,0
io.catenax.single_level_bom_as_planned/2.0.0/SingleLevelBomAsPlanned.ttl,147,11,1,4,3,0,0,0,0,2,1,1,0,2,23,8,3,25,0,0,0,0,0,2,2,0
io.catenax.remanufacturing_certificate/2.1.0/RemanufacturingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.id_based_comment/1.2.0/IdBasedComment.ttl,76,5,1,2,0,0,0,0,0,1,0,0,0,1,11,4,0,11,0,0,0,0,0,1,1,0
io.catenax.shared.shopfloor_information_types/2.2.0/ShopfloorInformationTypes.ttl,24,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0
io.catenax.refurbishing_certificate/2.1.0/RefurbishingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.fleet.vehicles/2.4.0/Vehicles.ttl,29,2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0
io.catenax.demand_and_capacity_notification/1.0.0/DemandAndCapacityNotification.ttl,181,13,1,1,0,0,0,0,0,1,3,0,0,0,23,13,2,23,0,1,0,0,0,1,1,0
io.catenax.software_information/1.0.0/SoftwareInformation.ttl,69,6,1,3,1,0,0,0,0,0,1,0,0,0,12,5,0,12,0,0,0,0,0,0,0,0
io.catenax.shared.quantity/1.0.0/Quantity.ttl,429,17,1,8,8,0,0,0,0,0,0,1,0,0,43,9,16,43,0,0,0,0,0,0,0,0
io.catenax.fleet.diagnostic_data/2.2.0/DiagnosticData.ttl,30,2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0
io.catenax.time_series_reference/1.2.0/TimeSeriesReference.ttl,49,3,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0
io.catenax.quality_task/2.0.0/QualityTask.ttl,218,16,1,2,3,0,0,0,0,0,0,0,0,0,27,13,0,27,0,0,0,0,0,0,0,0
io.catenax.request_for_quotation/3.2.0/RequestForQuotation.ttl,16,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
io.catenax.essincident/3.2.0/EssIncident.ttl,209,18,1,1,1,0,0,0,0,2,0,0,0,2,28,16,1,28,0,0,0,0,0,2,2,0
io.catenax.return_request/2.2.0/ReturnRequest.ttl,62,6,1,2,1,0,0,0,0,0,0,0,0,0,10,4,0,10,0,0,0,0,0,0,0,0
io.catenax.request_for_quotation/1.1.0/RequestForQuotation.ttl,190,17,1,13,5,0,0,0,0,0,0,0,0,0,36,10,0,36,0,0,0,0,0,0,0,0
io.catenax.remanufacturing_certificate/2.0.0/RemanufacturingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.uuid/2.2.0/Uuid.ttl,28,1,1,1,0,0,0,0,0,1,0,0,0,1,5,1,2,5,0,0,0,0,0,1,1,0
io.catenax.item_stock/2.1.0/ItemStock.ttl,29,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,0,0,0,0,0,0
io.catenax.manufacturing_capability/2.0.0/ManufacturingCapability.ttl,153,14,1,0,6,0,1,0,0,0,6,0,0,0,28,3,4,28,0,0,0,0,0,0,0,0
io.catenax.single_level_usage_as_built/3.1.0/SingleLevelUsageAsBuilt.ttl,71,6,1,1,1,0,0,0,0,1,1,0,0,1,12,4,0,12,0,0,0,0,0,1,1,0
io.catenax.return_request/2.1.0/ReturnRequest.ttl,148,14,1,3,3,0,0,0,0,0,0,0,0,0,23,9,0,23,1,0,0,0,0,0,0,0
io.catenax.remanufacturing_certificate/3.1.0/RemanufacturingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.material_recycling_certificate/1.1.0/MaterialRecyclingCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.bill_of_process/1.3.0/BillOfProcessSharedAspect.ttl,283,23,1,3,7,0,0,0,0,0,0,0,0,0,44,15,0,44,0,0,0,0,0,0,0,0
io.catenax.secondary_material_content_calculated/1.1.0/SecondaryMaterialContentCalculated.ttl,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.week_based_material_demand/3.0.0/WeekBasedMaterialDemand.ttl,262,20,1,5,3,0,0,0,0,1,1,0,1,0,36,17,2,36,0,1,1,1,1,2,1,0
io.catenax.material_flow_simulation_result/3.0.0/MaterialFlowSimulationResultAspect.ttl,341,34,1,3,5,0,0,0,0,0,0,1,0,0,56,24,0,56,3,0,0,0,0,0,0,0
io.catenax.secondary_material_content/1.2.0/SecondaryMaterialContent.ttl,15,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
io.catenax.part_site_information_as_planned/1.0.0/PartSiteInformationAsPlanned.ttl,81,6,1,2,1,0,0,0,0,1,1,0,0,1,13,3,2,13,0,0,0,0,0,1,1,0
io.catenax.reuse_certificate/3.2.0/ReuseCertificate.ttl,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
io.catenax.shopfloor_information.get_production_forecast/1.0.0/GetProductionForecast.ttl,83,8,1,2,1,0,0,0,0,0,0,0,0,0,12,3,0,12,0,0,0,0,0,0,0,0
io.catenax.shared.recycling_strategy_certificate/3.0.0/RecyclingStrategyCertificate.ttl,94,10,1,2,1,0,0,0,0,0,0,0,0,0,14,8,0,14,0,0,0,0,0,0,0,0
io.catenax.shared.recycling_strategy_certificate/2.0.0/RecyclingStrategyCertificate.ttl,68,8,1,1,1,0,0,0,0,0,0,0,0,0,10,7,0,11,0,0,0,0,0,0,0,0
io.catenax.single_level_bom_as_built/2.0.0/SingleLevelBomAsBuilt.ttl,118,9,1,4,2,0,0,0,0,2,1,1,0,2,20,6,3,17,0,0,0,0,0,2,2,0
io.catenax.shared.business_partner_certificate/1.0.0/BusinessPartnerCertificate.ttl,180,17,1,2,3,0,0,0,0,0,0,0,0,0,24,15,0,24,0,0,0,0,0,0,0,0
io.catenax.vehicle.product_description/3.1.0/ProductDescription.ttl,474,26,1,9,6,0,0,0,0,3,0,0,0,2,53,20,7,51,2,1,1,0,0,3,3,0
io.catenax.just_in_sequence_part/3.0.0/JustInSequencePart.ttl,179,12,1,8,3,0,0,0,0,3,1,0,0,3,31,9,1,31,0,0,0,0,0,3,3,0
io.catenax.batch/2.1.0/Batch.ttl,127,7,1,5,3,0,0,0,0,2,1,0,0,2,22,4,2,22,0,0,0,0,0,2,2,0
io.catenax.shared.address_characteristic/4.0.0/AddressAspect.ttl,315,19,1,2,7,0,0,0,0,2,0,0,0,2,42,10,0,42,0,0,0,0,0,2,2,0
io.catenax.secondary_material_content_verifiable/1.2.0/SecondaryMaterialContentVerifiable.ttl,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.battery.battery_pass/5.0.0/BatteryPass.ttl,1482,113,1,42,44,0,0,0,0,0,0,0,0,0,213,31,2,213,8,0,0,0,0,0,0,0
io.catenax.planned_production_output/2.1.0/PlannedProductionOutput.ttl,56,5,1,0,2,0,0,0,0,0,2,0,0,0,10,3,1,10,0,0,0,0,0,0,0,0
io.catenax.fleet.claim_data/2.2.0/ClaimData.ttl,134,9,1,4,2,0,0,0,0,2,0,0,1,1,21,7,1,21,1,1,1,1,1,2,2,0
io.catenax.quality_task_attachment/2.1.0/QualityTaskAttachment.ttl,115,11,1,1,3,0,0,0,0,0,0,0,0,0,19,8,0,19,1,0,0,0,0,0,0,0
io.catenax.shared.message_header/3.0.0/MessageHeaderAspect.ttl,98,9,1,3,1,0,0,0,0,1,0,0,0,1,16,8,1,16,0,0,0,0,0,1,1,0
io.catenax.batch/2.2.0/Batch.ttl,31,2,1,2,1,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0
io.catenax.reuse_certificate/3.0.0/ReuseCertificate.ttl,18,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
io.catenax.bom_as_specified/1.1.1/BomAsSpecified.ttl,85,7,1,1,2,0,0,0,0,0,2,1,0,0,14,4,0,14,1,0,0,0,0,0,0,0
io.catenax.failure_pattern/1.0.0/FailurePattern.ttl,317,23,1,6,6,0,0,0,0,1,0,0,0,1,45,15,1,45,0,0,0,0,0,1,1,0
io.catenax.shared.uuid/1.1.0/Uuid.ttl,28,1,1,1,0,0,0,0,0,1,0,0,0,1,5,1,2,5,0,0,0,0,0,1,1,0
io.catenax.battery.battery_pass/6.0.0/BatteryPass.ttl,1477,113,1,42,44,0,0,0,0,0,0,0,0,0,213,32,2,213,8,0,0,0,0,0,0,0
io.catenax.shopfloor_information.get_production_forecast/1.1.0/GetProductionForecast.ttl,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.electric_drive.electric_drive_passport/2.2.0/ElectricDrivePassport.ttl,29,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
io.catenax.item_stock/1.0.0/ItemStock.ttl,175,15,1,6,3,0,0,0,2,0,0,1,0,0,29,11,3,29,0,0,0,0,0,0,0,0
io.catenax.secondary_material_content_calculated/1.0.0/SecondaryMaterialContentCalculated.ttl,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
io.catenax.planned_production_output/1.1.0/PlannedProductionOutput.ttl,35,3,1,1,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0
io.catenax.shared.message_header/2.2.0/MessageHeaderAspect.ttl,47,4,1,2,1,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0
io.catenax.short_term_material_demand/1.2.0/ShortTermMaterialDemand.ttl,13,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.part_site_information_as_built/2.2.0/PartSiteInformationAsBuilt.ttl,13,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
io.catenax.shared.business_partner_number/1.2.0/BusinessPartnerNumber.ttl,27,1,1,1,0,0,0,0,0,1,0,0,0,1,5,1,1,5,0,0,0,0,0,1,1,0
io.catenax.certificate_of_destruction/2.2.0/CertificateOfDestruction.ttl,140,13,1,6,5,0,0,0,0,1,0,0,0,1,26,2,1,26,0,0,0,0,0,1,1,0
io.catenax.battery.product_description/1.0.1/ProductDescription.ttl,136,12,1,2,3,0,0,0,0,0,1,0,0,0,24,0,0,24,2,0,0,0,0,0,0,0
io.catenax.generic.digital_product_passport/5.0.0/DigitalProductPassport.ttl,1481,112,1,23,34,0,0,0,0,5,0,2,2,2,207,61,19,207,1,2,2,2,2,5,5,0
io.catenax.fleet.diagnostic_data/2.1.0/DiagnosticData.ttl,37,3,1,1,1,0,0,0,0,0,0,0,0,0,6,2,0,5,0,0,0,0,0,0,0,0
io.catenax.material_flow_scenario_request/2.2.0/MaterialFlowScenarioRequestAspect.ttl,54,4,1,1,2,0,0,0,1,0,0,0,0,0,9,2,0,9,0,0,0,0,0,0,0,0
io.catenax.just_in_sequence_part/2.2.0/JustInSequencePart.ttl,67,5,1,3,2,0,0,0,0,0,1,0,0,0,12,3,0,12,0,0,0,0,0,0,0,0
io.catenax.certificate_of_destruction/2.1.0/CertificateOfDestruction.ttl,213,20,1,7,5,0,0,0,0,3,0,0,0,2,38,5,2,37,0,1,0,0,0,3,3,0
io.catenax.single_level_bom_as_specified/2.1.0/SingleLevelBomAsSpecified.ttl,187,15,1,2,4,0,0,0,0,1,3,0,0,1,27,11,0,27,0,0,0,0,0,1,1,0
io.catenax.customs_information/1.0.0/CustomsInformation.ttl,352,22,1,14,5,0,0,0,0,4,1,0,0,3,50,17,3,54,0,0,0,0,0,4,4,0
io.catenax.parts_analyses/2.0.0/PartsAnalyses.ttl,179,16,1,3,2,0,0,0,0,1,0,0,0,1,28,14,1,28,0,0,0,0,0,1,1,0
io.catenax.fleet.vehicles/2.2.0/Vehicles.ttl,38,3,1,1,1,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,0,0,0,0,0
io.catenax.shared.business_partner_certificate/1.2.0/BusinessPartnerCertificate.ttl,64,6,1,2,1,0,0,0,0,0,0,0,0,0,10,6,0,10,0,0,0,0,0,0,0,0
io.catenax.iot_sensor_device_definition/2.2.0/IotSensorDeviceDefinition.ttl,26,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0
io.catenax.battery.battery_pass/6.2.0/BatteryPass.ttl,304,20,1,16,15,0,0,0,0,0,0,0,0,0,53,3,2,53,0,0,0,0,0,0,0,0
io.catenax.battery.product_description/1.2.1/ProductDescription.ttl,31,2,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,0,0,0,0,0,0
io.catenax.manufacturing_capability/2.2.0/ManufacturingCapability.ttl,77,6,1,0,3,0,1,0,0,0,3,0,0,0,14,3,2,14,0,0,0,0,0,0,0,0
io.catenax.manufacturing_capability/3.0.0/ManufacturingCapability.ttl,320,24,1,4,12,0,2,0,0,0,12,0,0,0,55,7,2,55,0,0,0,0,0,0,0,0
io.catenax.shared.contact_information/4.0.0/ContactInformation.ttl,76,5,1,2,1,0,0,0,0,2,0,0,0,2,11,4,2,11,0,0,0,0,0,2,2,0
io.catenax.shared.bill_of_process/1.2.0/BillOfProcessSharedAspect.ttl,283,23,1,3,7,0,0,0,0,0,0,0,0,0,44,15,0,44,0,0,0,0,0,0,0,0
